FileName,BlockIndex,BottomIndent,LeftIndent,RightIndent,TopIndent,PixelsPerSymbol,Width,Height,WidthToHeightRatio,Label
image-035,9,38,29,39,1145,10.13997113997114,732,46,15.91304347826087,Comment
image-036,0,1173,215,211,37,10.38888888888889,374,19,19.68421052631579,Garbage
image-036,1,1174,743,31,34,13,26,21,1.2380952380952381,Garbage
image-036,2,925,43,27,101,12.474188553046716,730,203,3.5960591133004924,Paragraph
image-036,3,892,47,33,317,12.63157894736842,720,20,36,Paragraph
image-036,4,376,38,29,345,12.346520414172362,733,508,1.4429133858267718,Paragraph
image-036,5,132,38,26,863,12.539781978977954,736,234,3.1452991452991452,Paragraph
image-036,6,39,77,181,1118,9.998177426438296,542,72,7.527777777777778,Comment
image-037,0,1171,38,737,38,12.5,25,20,1.25,Garbage
image-037,1,1170,126,116,42,10.528301886792454,558,17,32.8235294117647,Garbage
image-037,2,769,39,29,107,12.615969871904651,732,353,2.0736543909348444,Paragraph
image-037,3,128,30,32,470,12.328303867238125,738,631,1.1695721077654517,Paragraph
image-037,4,38,68,39,1121,9.963771453133155,693,70,9.9,Comment
image-038,0,1171,215,211,40,10.38888888888889,374,18,20.77777777777778,Garbage
image-038,1,1172,746,30,38,12,24,19,1.263157894736842,Garbage
image-038,2,984,40,31,105,12.850575434918287,729,140,5.207142857142857,Paragraph
image-038,3,955,42,36,257,12.23728813559322,722,17,42.470588235294116,Paragraph
image-038,4,831,37,33,288,12.550385469593838,730,110,6.636363636363637,Paragraph
image-038,5,741,38,31,411,12.256777873645865,731,77,9.493506493506494,Paragraph
image-038,6,619,36,36,496,11.478754171301446,728,114,6.385964912280702,Paragraph
image-038,7,556,36,41,619,12.91931818181818,723,54,13.38888888888889,Paragraph
image-038,8,600,752,39,619,9,9,10,0.9,Garbage
image-038,9,159,28,36,686,12.42213287846832,736,384,1.9166666666666667,Paragraph
image-038,10,37,66,261,1095,10.31327947845805,473,97,4.876288659793815,Comment
image-039,0,1178,29,746,33,12.5,25,18,1.3888888888888888,Garbage
image-039,1,1176,117,125,34,10.528301886792454,558,19,29.36842105263158,Garbage
image-039,2,927,31,33,101,12.561701210547463,736,201,3.6616915422885574,Paragraph
image-039,3,533,33,28,314,12.38207925984704,739,382,1.9345549738219896,Paragraph
image-039,4,136,36,29,710,12.352853017096324,735,383,1.919060052219321,Paragraph
image-039,5,105,39,365,1107,12.375,396,17,23.294117647058822,Paragraph
image-039,6,43,40,32,1134,12.62695374800638,728,52,14,Paragraph
image-040,0,1173,213,213,37,10.38888888888889,374,19,19.68421052631579,Garbage
image-040,1,1175,742,34,34,12,24,20,1.2,Garbage
image-040,2,835,39,29,102,12.095674669491238,732,292,2.506849315068493,Paragraph
image-040,3,779,91,27,431,9.742857142857142,682,19,35.89473684210526,Comment
image-040,4,754,36,706,457,11.6,58,18,3.2222222222222223,Comment
image-040,5,322,36,30,482,10.72942128469372,734,425,1.7270588235294118,Comment
image-040,6,93,37,29,918,10.527823463083145,734,218,3.36697247706422,Comment
image-040,7,69,45,638,1145,9.75,117,15,7.8,Comment
image-040,8,42,77,125,1165,9.966666666666669,598,22,27.181818181818183,Comment
image-041,0,1174,39,737,37,12,24,18,1.3333333333333333,Garbage
image-041,1,1172,127,117,39,10.49056603773585,556,18,30.88888888888889,Garbage
image-041,2,924,38,29,104,12.29280124330008,733,201,3.646766169154229,Paragraph
image-041,3,161,31,30,312,12.351314034426318,739,756,0.9775132275132276,Paragraph
image-041,4,86,67,38,1122,9.857142857142858,695,21,33.095238095238095,Comment
image-041,5,63,22,664,1148,10.363636363636363,114,18,6.333333333333333,Comment
image-041,6,37,67,303,1173,10.75,430,19,22.63157894736842,Comment
image-042,0,1176,216,210,36,10.38888888888889,374,17,22,Garbage
image-042,1,1177,746,28,34,13,26,18,1.4444444444444444,Garbage
image-042,2,958,44,29,98,12.314651980279493,727,173,4.202312138728324,Paragraph
image-042,3,898,39,32,282,12.190927077444885,729,49,14.877551020408163,Paragraph
image-042,4,378,31,29,345,12.499051551628623,740,506,1.4624505928853755,Paragraph
image-042,5,104,29,40,863,11.901133549001704,731,262,2.7900763358778624,Paragraph
image-042,6,40,85,85,1166,9.545454545454543,630,23,27.391304347826086,Comment
image-043,0,1182,29,746,28,12.5,25,19,1.3157894736842106,Garbage
image-043,1,1181,117,125,31,10.528301886792454,558,17,32.8235294117647,Garbage
image-043,2,964,29,36,95,12.372654313132136,735,170,4.323529411764706,Paragraph
image-043,3,720,27,37,275,12.340099390243966,736,234,3.1452991452991452,Paragraph
image-043,4,261,30,37,521,12.49045339507504,733,447,1.639821029082774,Paragraph
image-043,5,108,29,40,981,12.754065792327273,731,140,5.2214285714285715,Paragraph
image-043,6,49,71,166,1158,10.053571428571429,563,22,25.59090909090909,Comment
image-044,0,1173,215,211,40,10.38888888888889,374,16,23.375,Garbage
image-044,1,1173,209,576,40,15,15,16,0.9375,Garbage
image-044,2,1173,744,30,38,13,26,18,1.4444444444444444,Garbage
image-044,3,1046,46,37,104,11.89767378215654,717,79,9.075949367088608,Paragraph
image-044,4,892,39,33,193,12.10162134832503,728,144,5.055555555555555,Paragraph
image-044,5,650,36,30,348,12.478942943112976,734,231,3.1774891774891776,Paragraph
image-044,6,619,40,32,591,13.48148148148148,728,19,38.31578947368421,Paragraph
image-044,7,40,35,30,622,12.222072809918648,735,567,1.2962962962962963,Paragraph
image-045,0,1173,32,743,39,12.5,25,17,1.4705882352941178,Garbage
image-045,1,1172,121,122,41,10.50943396226415,557,16,34.8125,Garbage
image-045,2,924,35,33,102,12.401367459864389,732,203,3.605911330049261,Paragraph
image-045,3,892,34,41,319,12.946428571428571,725,18,40.27777777777778,Paragraph
image-045,4,831,28,36,343,12.091269841269842,736,55,13.381818181818181,Paragraph
image-045,5,618,30,33,405,12.625775282703987,737,206,3.5776699029126213,Paragraph
image-045,6,589,36,33,623,13.053571428571429,731,17,43,Paragraph
image-045,7,557,36,656,656,12,108,16,6.75,Paragraph
image-045,8,100,33,35,681,12.475616479368432,732,448,1.6339285714285714,Paragraph
image-045,9,38,93,200,1171,10.5625,507,20,25.35,Comment
image-046,0,1172,207,219,40,10.38888888888889,374,17,22,Garbage
image-046,1,1174,738,39,36,11.5,23,19,1.2105263157894737,Garbage
image-046,2,1015,36,40,103,12.466258631512869,724,111,6.5225225225225225,Paragraph
image-046,3,375,32,32,221,12.359842240121814,736,633,1.1627172195892574,Paragraph
image-046,4,38,36,30,869,12.320597590462375,734,322,2.279503105590062,Paragraph
image-047,0,1173,41,734,38,12.5,25,18,1.3888888888888888,Garbage
image-047,1,1171,128,114,41,10.528301886792454,558,17,32.8235294117647,Garbage
image-047,2,983,39,29,107,12.281742054785331,732,139,5.266187050359712,Paragraph
image-047,3,802,39,30,253,12.381497332252408,731,174,4.2011494252873565,Paragraph
image-047,4,740,39,30,441,12.170325090302862,731,48,15.229166666666666,Paragraph
image-047,5,588,35,34,496,12.66166388192704,731,145,5.041379310344827,Paragraph
image-047,6,436,36,31,655,12.886418041236706,733,138,5.311594202898551,Paragraph
image-047,7,373,36,28,807,12.32023742227247,736,49,15.020408163265307,Paragraph
image-047,8,40,31,30,865,11.936309926305,739,324,2.2808641975308643,Paragraph
image-048,0,156,219,204,1054,10.47222222222222,377,19,19.842105263157894,Garbage
image-049,0,1193,208,218,18,10.38888888888889,374,18,20.77777777777778,Garbage
image-049,1,1196,741,35,16,12,24,17,1.411764705882353,Garbage
image-049,2,246,34,33,81,12.246141097984236,733,902,0.8126385809312638,Paragraph
image-049,3,123,36,35,992,12.612802289293471,729,114,6.394736842105263,Paragraph
image-049,4,57,92,306,1150,10.05,402,22,18.272727272727273,Comment
image-049,5,20,93,394,1192,10.096774193548388,313,17,18.41176470588235,Comment
image-050,0,1173,39,738,38,11.5,23,18,1.2777777777777777,Garbage
image-050,1,1171,122,117,41,11.22,561,17,33,Garbage
image-050,2,986,37,29,104,12.326569661163187,734,139,5.280575539568345,Paragraph
image-050,3,560,35,29,256,12.213445580531694,736,413,1.7820823244552058,Paragraph
image-050,4,346,31,31,683,12.19785981537928,738,200,3.69,Paragraph
image-050,5,316,39,38,894,12.46551724137931,723,19,38.05263157894737,Paragraph
image-050,6,40,32,31,927,12.37968260896992,737,262,2.812977099236641,Paragraph
image-051,0,1186,232,219,24,10.264705882352942,349,19,18.36842105263158,Garbage
image-051,1,1189,737,34,21,14.5,29,19,1.5263157894736843,Garbage
image-051,2,1091,35,40,88,12.075,725,50,14.5,Paragraph
image-051,3,176,28,33,149,12.032939624370286,739,904,0.8174778761061947,Paragraph
image-051,4,79,37,39,1061,11.493462191860043,724,89,8.134831460674157,Paragraph
image-051,5,55,30,428,1155,10.058823529411764,342,19,18,Comment
image-051,6,28,92,685,1184,11.5,23,17,1.3529411764705883,Garbage
image-052,0,1173,28,747,38,12.5,25,18,1.3888888888888888,Garbage
image-052,1,1171,111,125,42,10.641509433962264,564,16,35.25,Garbage
image-052,2,1107,36,39,101,12.28813559322034,725,21,34.523809523809526,Paragraph
image-052,3,528,28,32,133,12.47676454073573,740,568,1.3028169014084507,Paragraph
image-052,4,498,36,356,716,12,408,15,27.2,Paragraph
image-052,5,102,36,29,742,12.175515770300589,735,385,1.9090909090909092,Paragraph
image-052,6,37,80,252,1170,9.551020408163266,468,22,21.272727272727273,Comment
image-053,0,1173,205,221,38,10.38888888888889,374,18,20.77777777777778,Garbage
image-053,1,1173,738,40,40,11,22,16,1.375,Garbage
image-053,2,986,34,40,103,12.280114895463166,726,140,5.185714285714286,Paragraph
image-053,3,955,36,454,256,11.48148148148148,310,18,17.22222222222222,Paragraph
image-053,4,742,34,38,284,12.241844142375642,728,203,3.586206896551724,Paragraph
image-053,5,133,32,33,497,12.207960884432897,735,599,1.2270450751252087,Paragraph
image-053,6,103,39,37,1110,11.67741935483871,724,16,45.25,Paragraph
image-053,7,41,75,414,1167,10.366666666666667,311,21,14.80952380952381,Comment
image-054,0,1177,33,742,33,12.5,25,19,1.3157894736842106,Garbage
image-054,1,1177,117,122,34,10.58490566037736,561,18,31.166666666666668,Garbage
image-054,2,809,31,33,97,12.398695372921829,736,323,2.278637770897833,Paragraph
image-054,3,261,31,32,431,12.346222761299993,737,537,1.37243947858473,Paragraph
image-054,4,201,36,35,977,12.876333961079723,729,51,14.294117647058824,Paragraph
image-054,5,110,33,33,1035,12.162414421204696,734,84,8.738095238095237,Paragraph
image-054,6,50,36,32,1131,11.97901533494754,732,48,15.25,Paragraph
image-055,0,1169,216,210,45,10.38888888888889,374,15,24.933333333333334,Garbage
image-055,1,1169,744,32,41,12,24,19,1.263157894736842,Garbage
image-055,2,983,40,31,108,12.461592163081905,729,138,5.282608695652174,Paragraph
image-055,3,830,39,32,258,12.688844009098249,729,141,5.170212765957447,Paragraph
image-055,4,618,35,32,412,12.438979329149197,733,199,3.6834170854271355,Paragraph
image-055,5,587,38,41,626,12.43103448275862,721,16,45.0625,Paragraph
image-055,6,131,31,33,653,12.49758328601508,736,445,1.6539325842696628,Paragraph
image-055,7,100,38,45,1111,11.95,717,18,39.833333333333336,Paragraph
image-055,8,38,93,271,1169,8.89795918367347,436,22,19.818181818181817,Comment
image-056,0,1170,33,744,41,11.5,23,18,1.2777777777777777,Garbage
image-056,1,1169,117,125,43,10.528301886792454,558,17,32.8235294117647,Garbage
image-056,2,1045,34,38,104,12.636038131727789,728,80,9.1,Paragraph
image-056,3,832,35,29,193,12.565538438010677,736,204,3.607843137254902,Paragraph
image-056,4,466,37,28,413,12.47063852239632,735,350,2.1,Paragraph
image-056,5,436,45,30,772,12.5,725,21,34.523809523809526,Paragraph
image-056,6,100,39,22,808,12.401022916127392,739,321,2.3021806853582554,Paragraph
image-056,7,40,82,529,1169,9.45,189,20,9.45,Comment
image-057,0,1185,201,226,25,10.36111111111111,373,19,19.63157894736842,Garbage
image-057,1,1183,735,41,23,12,24,23,1.0434782608695652,Garbage
image-057,2,907,31,34,89,12.371214514731884,735,233,3.1545064377682404,Paragraph
image-057,3,875,36,307,337,12.026315789473683,457,17,26.88235294117647,Paragraph
image-057,4,175,31,30,363,12.442480291423651,739,691,1.069464544138929,Paragraph
image-057,5,145,45,30,1069,12.28813559322034,725,15,48.333333333333336,Paragraph
image-057,6,49,46,40,1134,10.162179487179488,714,46,15.521739130434783,Comment
image-058,0,1170,37,740,39,11.5,23,20,1.15,Garbage
image-058,1,1170,121,116,42,10.62264150943396,563,17,33.11764705882353,Garbage
image-058,2,922,37,33,108,12.083062930422347,730,199,3.6683417085427137,Paragraph
image-058,3,221,28,30,321,12.30110995578479,742,687,1.0800582241630277,Paragraph
image-058,4,129,31,38,1018,12.21111111111111,731,82,8.914634146341463,Paragraph
image-058,5,39,68,289,1145,10.2985347985348,443,45,9.844444444444445,Comment
image-059,0,1170,215,212,40,10.36111111111111,373,19,19.63157894736842,Garbage
image-059,1,1171,745,33,42,11,22,16,1.375,Garbage
image-059,2,985,39,29,106,11.939406600368825,732,138,5.304347826086956,Paragraph
image-059,3,649,36,32,255,12.60582826152899,732,325,2.252307692307692,Paragraph
image-059,4,437,36,32,590,12.354140313078844,732,202,3.623762376237624,Paragraph
image-059,5,315,35,33,805,11.775363928376162,732,109,6.715596330275229,Paragraph
image-059,6,42,36,33,927,12.301165891655105,731,260,2.8115384615384613,Paragraph
image-060,0,1170,125,117,41,10.528301886792454,558,18,31,Garbage
image-060,1,1105,78,32,103,12.105263157894736,690,21,32.857142857142854,Paragraph
image-060,2,466,32,30,137,12.25527531204888,738,626,1.1789137380191694,Paragraph
image-060,3,161,36,30,777,12.118438775996236,734,291,2.52233676975945,Paragraph
image-060,4,39,35,31,1078,12.167037092920731,734,112,6.553571428571429,Paragraph
image-061,0,1170,208,218,41,10.38888888888889,374,18,20.77777777777778,Garbage
image-061,1,1171,738,36,38,13,26,20,1.3,Garbage
image-061,2,864,35,32,106,12.316914405264038,733,259,2.83011583011583,Paragraph
image-061,3,834,42,701,380,11.4,57,15,3.8,Paragraph
image-061,4,803,78,40,407,12.4,682,19,35.89473684210526,Paragraph
image-061,5,71,36,27,438,12.340881554963412,737,720,1.023611111111111,Paragraph
image-061,6,41,50,29,1167,12.43103448275862,721,21,34.333333333333336,Paragraph
image-062,0,1171,36,737,40,13.5,27,18,1.5,Garbage
image-062,1,1170,120,116,43,11.28,564,16,35.25,Garbage
image-062,2,985,38,30,106,12.306019215864056,732,138,5.304347826086956,Paragraph
image-062,3,709,39,30,256,12.491568064206668,731,264,2.768939393939394,Paragraph
image-062,4,528,37,30,533,12.519224396869136,733,168,4.363095238095238,Paragraph
image-062,5,41,39,29,715,12.40664243778319,732,473,1.547568710359408,Paragraph
image-063,0,1170,207,219,40,10.38888888888889,374,19,19.68421052631579,Garbage
image-063,1,1172,740,34,38,13,26,19,1.368421052631579,Garbage
image-063,2,924,38,33,105,12.387965060272332,729,200,3.645,Paragraph
image-063,3,894,78,40,318,13.372549019607844,682,17,40.11764705882353,Paragraph
image-063,4,741,36,33,345,12.49142760962473,731,143,5.111888111888112,Paragraph
image-063,5,39,87,373,1169,10,340,21,16.19047619047619,Comment
image-064,0,876,93,121,332,15.421052631578949,586,21,27.904761904761905,Title
image-064,1,824,183,186,384,9.64795918367347,431,21,20.523809523809526,Title
image-064,2,754,92,100,430,10.522321428571429,608,45,13.511111111111111,Title
image-064,3,694,179,171,512,12.857142857142858,450,23,19.565217391304348,Title
image-064,4,609,30,38,567,11.31578947368421,732,53,13.81132075471698,Paragraph
image-064,5,580,38,696,634,11,66,15,4.4,Paragraph
image-064,6,427,36,31,662,12.308671827859188,733,140,5.235714285714286,Paragraph
image-064,7,122,34,31,814,12.475532446626705,735,293,2.508532423208191,Paragraph
image-064,8,34,72,232,1150,10.129271206690564,496,45,11.022222222222222,Comment
image-065,0,1192,211,189,20,10.526315789473683,400,17,23.529411764705884,Garbage
image-065,1,1195,742,32,17,13,26,17,1.5294117647058822,Garbage
image-065,2,1098,42,31,84,12.041666666666668,727,47,15.46808510638298,Paragraph
image-065,3,1068,45,361,145,12.709677419354838,394,16,24.625,Paragraph
image-065,4,731,36,32,171,12.342723746390698,732,327,2.238532110091743,Paragraph
image-065,5,700,80,46,511,12.254545454545454,674,18,37.44444444444444,Paragraph
image-065,6,486,38,32,542,12.004282210903602,730,201,3.6318407960199006,Paragraph
image-065,7,426,38,39,753,13.245283018867925,723,50,14.46,Paragraph
image-065,8,394,36,629,815,12.272727272727272,135,20,6.75,Paragraph
image-065,9,120,32,34,844,12.145384296650176,734,265,2.769811320754717,Paragraph
image-065,10,59,38,37,1118,12.790909090909093,725,52,13.942307692307692,Paragraph
image-065,11,14,57,424,1196,9.666666666666666,319,19,16.789473684210527,Comment
image-066,0,1171,33,745,42,11,22,16,1.375,Garbage
image-066,1,1168,119,117,44,10.641509433962264,564,17,33.1764705882353,Garbage
image-066,2,1044,36,35,108,11.833626956645,729,77,9.467532467532468,Paragraph
image-066,3,982,36,39,196,12.600258971513137,725,51,14.215686274509803,Paragraph
image-066,4,525,34,30,257,12.856570888209056,736,447,1.6465324384787472,Paragraph
image-066,5,371,36,31,715,12.667752050533649,733,143,5.125874125874126,Paragraph
image-066,6,95,36,32,868,12.329632664593015,732,266,2.7518796992481205,Paragraph
image-066,7,38,100,88,1169,10.372881355932204,612,22,27.818181818181817,Comment
image-067,0,1183,205,196,28,10.5,399,18,22.166666666666668,Garbage
image-067,1,1185,733,41,25,13,26,19,1.368421052631579,Garbage
image-067,2,661,36,33,87,12.488023557775392,731,481,1.5197505197505197,Paragraph
image-067,3,538,38,33,581,12.67231638418079,729,110,6.627272727272727,Paragraph
image-067,4,510,42,681,704,11,77,15,5.133333333333334,Paragraph
image-067,5,414,37,35,762,12.088888888888889,728,53,13.735849056603774,Title
image-067,6,52,36,28,849,12.288843447008396,736,328,2.2439024390243905,Paragraph
image-067,7,24,64,713,1187,11.5,23,18,1.2777777777777777,Garbage
image-068,0,1148,29,131,62,11.428571428571429,640,19,33.68421052631579,Garbage
image-068,1,1021,33,36,128,12.519753086419753,731,80,9.1375,Paragraph
image-068,2,991,35,666,222,12.375,99,16,6.1875,Paragraph
image-068,3,839,31,38,247,12.693616497116192,731,143,5.111888111888112,Paragraph
image-068,4,809,38,619,404,13,143,16,8.9375,Paragraph
image-068,5,623,29,35,430,12.484647095396426,736,176,4.181818181818182,Paragraph
image-068,6,412,32,36,612,12.537564101700738,732,205,3.5707317073170732,Paragraph
image-068,7,319,36,39,829,12.643747823058169,725,81,8.950617283950617,Paragraph
image-069,0,882,66,80,326,15.571428571428571,654,21,31.142857142857142,Title
image-069,1,836,199,202,374,14.77777777777778,399,19,21,Title
image-069,2,795,126,132,414,10.84,542,20,27.1,Title
